pop,den,geometry,area
29,1.1600000011328142,"POLYGON((21.0556344803161 55.9241129453231, 21.0552940733355 55.9285986388795, 21.0632841581951 55.9287895152318, 21.0636236447662 55.9243037896632, 21.0556344803161 55.9241129453231))",249999.999755859
3,0.12,"POLYGON((21.1017024400416 55.4129006711244, 21.1013737044093 55.4173869247647, 21.1092606068891 55.4175736904687, 21.1095884511027 55.4130874057219, 21.1017024400416 55.4129006711244))",250000.0
32,1.28,"POLYGON((21.0927940877052 55.5340278988864, 21.0924628483375 55.5385140278315, 21.1003739136198 55.5387016360777, 21.1007042548077 55.5342154758353, 21.0927940877052 55.5340278988864))",250000.0
19,0.76,"POLYGON((21.0924628483375 55.5385140278315, 21.0921315157394 55.5430001521538, 21.1000434794531 55.5431877917044, 21.1003739136198 55.5387016360777, 21.0924628483375 55.5385140278315))",250000.0
14,0.56,"POLYGON((21.0754452194592 55.7673004672818, 21.0751090841439 55.771786355423, 21.0830672039469 55.7719756009777, 21.0834024278629 55.7674896811662, 21.0754452194592 55.7673004672818))",250000.0
10,0.4,"POLYGON((21.0751090841439 55.771786355423, 21.0747728537085 55.7762722389249, 21.0827318851676 55.7764615161572, 21.0830672039469 55.7719756009777, 21.0751090841439 55.771786355423))",250000.0
39,1.5599999984765602,"POLYGON((21.0747728537085 55.7762722389249, 21.0744365281162 55.7807581177871, 21.0823964714882 55.7809474267041, 21.0827318851676 55.7764615161572, 21.0747728537085 55.7762722389249))",250000.000244141
3,0.12000000011718767,"POLYGON((21.0683663534883 55.8615031435473, 21.0680282128866 55.8659889341933, 21.0760055315514 55.8661788465027, 21.0763427553399 55.8616930240336, 21.0683663534883 55.8615031435473))",249999.999755859
42,1.6800000016406276,"POLYGON((21.0676899763868 55.870474720193, 21.0673516439519 55.8749605015462, 21.0753307970201 55.8751504775238, 21.0756682121239 55.8706646643329, 21.0676899763868 55.870474720193))",249999.999755859
4,0.16,"POLYGON((21.0673516439519 55.8749605015462, 21.0670132155444 55.8794462782525, 21.0749932862029 55.8796362860751, 21.0753307970201 55.8751504775238, 21.0673516439519 55.8749605015462))",250000.0
30,1.1999999988281231,"POLYGON((21.0670132155444 55.8794462782525, 21.0666746911271 55.8839320503115, 21.0746556796351 55.8841220899866, 21.0749932862029 55.8796362860751, 21.0670132155444 55.8794462782525))",250000.000244141
57,2.280000002226566,"POLYGON((21.0666746911271 55.8839320503115, 21.0663360706627 55.888417817723, 21.0743179772794 55.8886078892578, 21.0746556796351 55.8841220899866, 21.0666746911271 55.8839320503115))",249999.999755859
43,1.71999999832031,"POLYGON((21.0663360706627 55.888417817723, 21.0659973541138 55.8929035804866, 21.0739801790987 55.8930936838884, 21.0743179772794 55.8886078892578, 21.0663360706627 55.888417817723))",250000.000244141
7,0.2800000002734379,"POLYGON((21.0659973541138 55.8929035804866, 21.0656585414431 55.897389338602, 21.0736422850557 55.8975794738782, 21.0739801790987 55.8930936838884, 21.0659973541138 55.8929035804866))",249999.999755859
37,1.4799999985546852,"POLYGON((21.0653196326131 55.9018750920688, 21.0649806275866 55.9063608408868, 21.0729662092335 55.9065510399336, 21.0733042951131 55.9020652592266, 21.0653196326131 55.9018750920688))",250000.000244141
137,5.48000000535157,"POLYGON((21.0649806275866 55.9063608408868, 21.0646415263261 55.9108465850555, 21.0726280273798 55.9110368159987, 21.0729662092335 55.9065510399336, 21.0649806275866 55.9063608408868))",249999.999755859
437,17.48,"POLYGON((21.0646415263261 55.9108465850555, 21.0643023287942 55.9153323245747, 21.0722897495146 55.9155225874216, 21.0726280273798 55.9110368159987, 21.0646415263261 55.9108465850555))",250000.0
657,26.279999974335897,"POLYGON((21.0643023287942 55.9153323245747, 21.0639630349534 55.9198180594441, 21.0719513756005 55.920008354202, 21.0722897495146 55.9155225874216, 21.0643023287942 55.9153323245747))",250000.000244141
626,25.04000002445316,"POLYGON((21.0639630349534 55.9198180594441, 21.0636236447662 55.9243037896632, 21.0716129056001 55.9244941163395, 21.0719513756005 55.920008354202, 21.0639630349534 55.9198180594441))",249999.999755859
298,11.919999988359358,"POLYGON((21.0636236447662 55.9243037896632, 21.0632841581951 55.9287895152318, 21.0712743394761 55.9289798738338, 21.0716129056001 55.9244941163395, 21.0636236447662 55.9243037896632))",250000.000244141
99,3.960000003867193,"POLYGON((21.0632841581951 55.9287895152318, 21.0629445752028 55.9332752361495, 21.0709356771911 55.9334656266846, 21.0712743394761 55.9289798738338, 21.0632841581951 55.9287895152318))",249999.999755859
54,2.16,"POLYGON((21.0629445752028 55.9332752361495, 21.0626048957515 55.937760952416, 21.0705969187076 55.9379513748915, 21.0709356771911 55.9334656266846, 21.0629445752028 55.9332752361495))",250000.0
29,1.1599999988671859,"POLYGON((21.0626048957515 55.937760952416, 21.0622651198038 55.942246664031, 21.0702580639881 55.9424371184543, 21.0705969187076 55.9379513748915, 21.0626048957515 55.937760952416))",250000.000244141
8,0.31999999968749954,"POLYGON((21.061925247322 55.9467323709941, 21.0615852782687 55.9512180733051, 21.0695800656915 55.951408591646, 21.0699191129952 55.9469228573726, 21.061925247322 55.9467323709941))",250000.000244141
8,0.31999999968749954,"POLYGON((21.0864151803115 55.7271161944701, 21.0860808085148 55.7316021559563, 21.0940308294915 55.731790602764, 21.0943642921592 55.7273046097583, 21.0864151803115 55.7271161944701))",250000.000244141
452,18.08000001765628,"POLYGON((21.0860808085148 55.7316021559563, 21.0857463421848 55.7360881128131, 21.0936972725463 55.7362765911475, 21.0940308294915 55.731790602764, 21.0860808085148 55.7316021559563))",249999.999755859
420,16.8,"POLYGON((21.0857463421848 55.7360881128131, 21.0854117812847 55.7405740650405, 21.0933636212871 55.7407625749088, 21.0936972725463 55.7362765911475, 21.0857463421848 55.7360881128131))",250000.0
53,2.119999997929684,"POLYGON((21.0854117812847 55.7405740650405, 21.085077125778 55.745060012638, 21.0930298756774 55.7452485540474, 21.0933636212871 55.7407625749088, 21.0854117812847 55.7405740650405))",250000.000244141
31,1.2400000012109393,"POLYGON((21.0844075307982 55.7540318939421, 21.0840725912519 55.7585178276481, 21.0920280723803 55.7587064637241, 21.0923621012606 55.7542204984554, 21.0844075307982 55.7540318939421))",249999.999755859
24,0.96,"POLYGON((21.0840725912519 55.7585178276481, 21.0837375569523 55.7630037567229, 21.0916939490034 55.7631924243689, 21.0920280723803 55.7587064637241, 21.0840725912519 55.7585178276481))",250000.0
7,0.2799999997265621,"POLYGON((21.0837375569523 55.7630037567229, 21.0834024278629 55.7674896811662, 21.0913597310932 55.7676783803894, 21.0916939490034 55.7631924243689, 21.0837375569523 55.7630037567229))",250000.000244141
78,3.1200000030468797,"POLYGON((21.0834024278629 55.7674896811662, 21.0830672039469 55.7719756009777, 21.0910254186132 55.7721643317853, 21.0913597310932 55.7676783803894, 21.0834024278629 55.7674896811662))",249999.999755859
19,0.7599999992578114,"POLYGON((21.0830672039469 55.7719756009777, 21.0827318851676 55.7764615161572, 21.0906910115267 55.7766502785565, 21.0910254186132 55.7721643317853, 21.0830672039469 55.7719756009777))",250000.000244141
13,0.5200000005078133,"POLYGON((21.0827318851676 55.7764615161572, 21.0823964714882 55.7809474267041, 21.0903565097971 55.7811362207023, 21.0906910115267 55.7766502785565, 21.0827318851676 55.7764615161572))",249999.999755859
3,0.12,"POLYGON((21.0766798835264 55.8572071969259, 21.0763427553399 55.8616930240336, 21.0843192527934 55.8618823880521, 21.0846554643884 55.8573965292148, 21.0766798835264 55.8572071969259))",250000.0
3,0.12,"POLYGON((21.0760055315514 55.8661788465027, 21.0756682121239 55.8706646643329, 21.0836465435372 55.8708540918324, 21.0839829458554 55.866368242258, 21.0760055315514 55.8661788465027))",250000.0
13,0.52,"POLYGON((21.0753307970201 55.8751504775238, 21.0749932862029 55.8796362860751, 21.082973452612 55.8798257770848, 21.0833100458017 55.8753399367747, 21.0753307970201 55.8751504775238))",250000.0
6,0.24,"POLYGON((21.0736422850557 55.8975794738782, 21.0733042951131 55.9020652592266, 21.0812890535498 55.9022549091396, 21.0816261245678 55.8977690919958, 21.0736422850557 55.8975794738782))",250000.0
99,3.96,"POLYGON((21.0733042951131 55.9020652592266, 21.0729662092335 55.9065510399336, 21.0809518868546 55.9067407216491, 21.0812890535498 55.9022549091396, 21.0733042951131 55.9020652592266))",250000.0
109,4.36,"POLYGON((21.0729662092335 55.9065510399336, 21.0726280273798 55.9110368159987, 21.080614624445 55.9112265295241, 21.0809518868546 55.9067407216491, 21.0729662092335 55.9065510399336))",250000.0
387,15.48,"POLYGON((21.0726280273798 55.9110368159987, 21.0722897495146 55.9155225874216, 21.0802772662839 55.9157123327643, 21.080614624445 55.9112265295241, 21.0726280273798 55.9110368159987))",250000.0
274,10.96,"POLYGON((21.0722897495146 55.9155225874216, 21.0719513756005 55.920008354202, 21.0799398123338 55.9201981313692, 21.0802772662839 55.9157123327643, 21.0722897495146 55.9155225874216))",250000.0
774,30.96,"POLYGON((21.0719513756005 55.920008354202, 21.0716129056001 55.9244941163395, 21.0796022625577 55.9246839253385, 21.0799398123338 55.9201981313692, 21.0719513756005 55.920008354202))",250000.0
1306,52.24,"POLYGON((21.0716129056001 55.9244941163395, 21.0712743394761 55.9289798738338, 21.0792646169182 55.9291697146721, 21.0796022625577 55.9246839253385, 21.0716129056001 55.9244941163395))",250000.0
149,5.96,"POLYGON((21.0712743394761 55.9289798738338, 21.0709356771911 55.9334656266846, 21.0789268753779 55.9336554993694, 21.0792646169182 55.9291697146721, 21.0712743394761 55.9289798738338))",250000.0
64,2.56,"POLYGON((21.0709356771911 55.9334656266846, 21.0705969187076 55.9379513748915, 21.0785890378995 55.9381412794302, 21.0789268753779 55.9336554993694, 21.0709356771911 55.9334656266846))",250000.0
71,2.84,"POLYGON((21.0705969187076 55.9379513748915, 21.0702580639881 55.9424371184543, 21.0782511044458 55.9426270548542, 21.0785890378995 55.9381412794302, 21.0705969187076 55.9379513748915))",250000.0
56,2.24,"POLYGON((21.0702580639881 55.9424371184543, 21.0699191129952 55.9469228573726, 21.0779130749793 55.947112825641, 21.0782511044458 55.9426270548542, 21.0702580639881 55.9424371184543))",250000.0
41,1.64,"POLYGON((21.0699191129952 55.9469228573726, 21.0695800656915 55.951408591646, 21.0775749494626 55.9515985917904, 21.0779130749793 55.947112825641, 21.0699191129952 55.9469228573726))",250000.0
88,3.52,"POLYGON((21.0695800656915 55.951408591646, 21.0692409220393 55.9558943212743, 21.0772367278584 55.9560843533019, 21.0775749494626 55.9515985917904, 21.0695800656915 55.951408591646))",250000.0
72,2.88,"POLYGON((21.0692409220393 55.9558943212743, 21.0689016820012 55.9603800462571, 21.0768984101292 55.9605701101752, 21.0772367278584 55.9560843533019, 21.0692409220393 55.9558943212743))",250000.0
63,2.52,"POLYGON((21.0689016820012 55.9603800462571, 21.0685623455397 55.9648657665941, 21.0765599962375 55.9650558624101, 21.0768984101292 55.9605701101752, 21.0689016820012 55.9603800462571))",250000.0
12,0.48,"POLYGON((21.0685623455397 55.9648657665941, 21.0682229126171 55.9693514822848, 21.0762214861459 55.9695416100062, 21.0765599962375 55.9650558624101, 21.0685623455397 55.9648657665941))",250000.0
3,0.12,"POLYGON((21.0678833831958 55.9738371933291, 21.0675437572383 55.9783228997266, 21.075544177213 55.9785130912807, 21.0758828798169 55.9740273529631, 21.0678833831958 55.9738371933291))",250000.0
3,0.12,"POLYGON((21.066524299772 55.9917799910349, 21.066184287293 55.9962656788417, 21.0741884032975 55.9964559981495, 21.0745274913765 55.9919702783932, 21.066524299772 55.9917799910349))",250000.0
25,1.0,"POLYGON((21.1092731227601 55.525430145826, 21.1089438651345 55.5299163464969, 21.1168533198718 55.5301028718636, 21.1171816797496 55.5256166400793, 21.1092731227601 55.525430145826))",250000.0
91,3.64,"POLYGON((21.1089438651345 55.5299163464969, 21.1086145148532 55.5344025425599, 21.11652486759 55.5345890990472, 21.1168533198718 55.5301028718636, 21.1089438651345 55.5299163464969))",250000.0
34,1.36,"POLYGON((21.0940308294915 55.731790602764, 21.0936972725463 55.7362765911475, 21.1016482972218 55.7364645554078, 21.1019809447457 55.7319785355832, 21.0940308294915 55.731790602764))",250000.0
20,0.8,"POLYGON((21.0920280723803 55.7587064637241, 21.0916939490034 55.7631924243689, 21.0996504355876 55.7633805774263, 21.0999836480054 55.7588945852973, 21.0920280723803 55.7587064637241))",250000.0
3,0.12,"POLYGON((21.0916939490034 55.7631924243689, 21.0913597310932 55.7676783803894, 21.0993171288933 55.7678665649382, 21.0996504355876 55.7633805774263, 21.0916939490034 55.7631924243689))",250000.0
333,13.32,"POLYGON((21.0913597310932 55.7676783803894, 21.0910254186132 55.7721643317853, 21.098983727886 55.7723525478327, 21.0993171288933 55.7678665649382, 21.0913597310932 55.7676783803894))",250000.0
131,5.24,"POLYGON((21.0910254186132 55.7721643317853, 21.0906910115267 55.7766502785565, 21.0986502325289 55.7768385261096, 21.098983727886 55.7723525478327, 21.0910254186132 55.7721643317853))",250000.0
9,0.36,"POLYGON((21.0836465435372 55.8708540918324, 21.0833100458017 55.8753399367747, 21.0912893900376 55.8755288792856, 21.0916249703676 55.8710430026781, 21.0836465435372 55.8708540918324))",250000.0
7,0.28,"POLYGON((21.0833100458017 55.8753399367747, 21.082973452612 55.8798257770848, 21.0909537145124 55.8800147512681, 21.0912893900376 55.8755288792856, 21.0833100458017 55.8753399367747))",250000.0
23,0.92,"POLYGON((21.0819630999459 55.8932832702181, 21.0816261245678 55.8977690919958, 21.08961005972 55.8979581929417, 21.0899461163959 55.8934723394624, 21.0819630999459 55.8932832702181))",250000.0
27,1.08,"POLYGON((21.0816261245678 55.8977690919958, 21.0812890535498 55.9022549091396, 21.0892739076637 55.9024440417943, 21.08961005972 55.8979581929417, 21.0816261245678 55.8977690919958))",250000.0
4,0.16,"POLYGON((21.0812890535498 55.9022549091396, 21.0809518868546 55.9067407216491, 21.08893766019 55.90692988602, 21.0892739076637 55.9024440417943, 21.0812890535498 55.9022549091396))",250000.0
210,8.4,"POLYGON((21.0809518868546 55.9067407216491, 21.080614624445 55.9112265295241, 21.0886013172618 55.9114157256185, 21.08893766019 55.90692988602, 21.0809518868546 55.9067407216491))",250000.0
1221,48.84,"POLYGON((21.080614624445 55.9112265295241, 21.0802772662839 55.9157123327643, 21.088264878842 55.9159015605894, 21.0886013172618 55.9114157256185, 21.080614624445 55.9112265295241))",250000.0
2541,101.64,"POLYGON((21.0802772662839 55.9157123327643, 21.0799398123338 55.9201981313692, 21.0879283448933 55.9203873909323, 21.088264878842 55.9159015605894, 21.0802772662839 55.9157123327643))",250000.0
1090,43.6,"POLYGON((21.0799398123338 55.9201981313692, 21.0796022625577 55.9246839253385, 21.0875917153787 55.9248732166471, 21.0879283448933 55.9203873909323, 21.0799398123338 55.9201981313692))",250000.0
52,2.08,"POLYGON((21.0796022625577 55.9246839253385, 21.0792646169182 55.9291697146721, 21.0872549902609 55.9293590377333, 21.0875917153787 55.9248732166471, 21.0796022625577 55.9246839253385))",250000.0
142,5.68,"POLYGON((21.0792646169182 55.9291697146721, 21.0789268753779 55.9336554993694, 21.0869181695027 55.9338448541906, 21.0872549902609 55.9293590377333, 21.0792646169182 55.9291697146721))",250000.0
34,1.36,"POLYGON((21.0789268753779 55.9336554993694, 21.0785890378995 55.9381412794302, 21.0865812530669 55.9383306660187, 21.0869181695027 55.9338448541906, 21.0789268753779 55.9336554993694))",250000.0
13,0.52,"POLYGON((21.0785890378995 55.9381412794302, 21.0782511044458 55.9426270548542, 21.0862442409163 55.9428164732173, 21.0865812530669 55.9383306660187, 21.0785890378995 55.9381412794302))",250000.0
3,0.12,"POLYGON((21.0782511044458 55.9426270548542, 21.0779130749793 55.947112825641, 21.0859071330135 55.9473022757861, 21.0862442409163 55.9428164732173, 21.0782511044458 55.9426270548542))",250000.0
16,0.64,"POLYGON((21.0779130749793 55.947112825641, 21.0775749494626 55.9515985917904, 21.0855699293214 55.9517880737247, 21.0859071330135 55.9473022757861, 21.0779130749793 55.947112825641))",250000.0
28,1.12,"POLYGON((21.0775749494626 55.9515985917904, 21.0772367278584 55.9560843533019, 21.0852326298025 55.9562738670328, 21.0855699293214 55.9517880737247, 21.0775749494626 55.9515985917904))",250000.0
26,1.04,"POLYGON((21.0772367278584 55.9560843533019, 21.0768984101292 55.9605701101752, 21.0848952344196 55.96075965571, 21.0852326298025 55.9562738670328, 21.0772367278584 55.9560843533019))",250000.0
12,0.48,"POLYGON((21.0768984101292 55.9605701101752, 21.0765599962375 55.9650558624101, 21.0845577431352 55.9652454397562, 21.0848952344196 55.96075965571, 21.0768984101292 55.9605701101752))",250000.0
37,1.48,"POLYGON((21.0765599962375 55.9650558624101, 21.0762214861459 55.9695416100062, 21.0842201559122 55.9697312191709, 21.0845577431352 55.9652454397562, 21.0765599962375 55.9650558624101))",250000.0
47,1.88,"POLYGON((21.0762214861459 55.9695416100062, 21.0758828798169 55.9740273529631, 21.083882472713 55.9742169939537, 21.0842201559122 55.9697312191709, 21.0762214861459 55.9695416100062))",250000.0
10,0.4,"POLYGON((21.0758828798169 55.9740273529631, 21.075544177213 55.9785130912807, 21.0835446935002 55.9787027641045, 21.083882472713 55.9742169939537, 21.0758828798169 55.9740273529631))",250000.0
3,0.12,"POLYGON((21.0745274913765 55.9919702783932, 21.0741884032975 55.9964559981495, 21.0821926157648 55.9966457983799, 21.0825307794062 55.9921600467609, 21.0745274913765 55.9919702783932))",250000.0
4,0.16,"POLYGON((21.0741884032975 55.9964559981495, 21.0738492187558 56.0009417132648, 21.0818543559225 56.0011315453652, 21.0821926157648 55.9966457983799, 21.0741884032975 55.9964559981495))",250000.0
20,0.8,"POLYGON((21.0738492187558 56.0009417132648, 21.0735099377137 56.0054274237386, 21.0815159998418 56.0056172877164, 21.0818543559225 56.0011315453652, 21.0738492187558 56.0009417132648))",250000.0
3,0.12,"POLYGON((21.0735099377137 56.0054274237386, 21.0731705601336 56.0099131295707, 21.0811775474851 56.0101030254332, 21.0815159998418 56.0056172877164, 21.0735099377137 56.0054274237386))",250000.0
17,0.68,"POLYGON((21.0731705601336 56.0099131295707, 21.0728310859778 56.0143988307607, 21.080838998815 56.0145887585153, 21.0811775474851 56.0101030254332, 21.0731705601336 56.0099131295707))",250000.0
33,1.32,"POLYGON((21.0728310859778 56.0143988307607, 21.0724915152086 56.0188845273083, 21.0805003537937 56.0190744869624, 21.080838998815 56.0145887585153, 21.0728310859778 56.0143988307607))",250000.0
9,0.36,"POLYGON((21.0724915152086 56.0188845273083, 21.0721518477884 56.0233702192131, 21.0801616123837 56.0235602107741, 21.0805003537937 56.0190744869624, 21.0724915152086 56.0188845273083))",250000.0
3,0.12,"POLYGON((21.0721518477884 56.0233702192131, 21.0718120836793 56.0278559064749, 21.0798227745475 56.02804592995, 21.0801616123837 56.0235602107741, 21.0721518477884 56.0233702192131))",250000.0
10,0.4,"POLYGON((21.0718120836793 56.0278559064749, 21.0714722228438 56.0323415890932, 21.0794838402472 56.0325316444899, 21.0798227745475 56.02804592995, 21.0718120836793 56.0278559064749))",250000.0
7,0.28,"POLYGON((21.0714722228438 56.0323415890932, 21.0711322652439 56.0368272670678, 21.0791448094453 56.0370173543935, 21.0794838402472 56.0325316444899, 21.0714722228438 56.0323415890932))",250000.0
33,1.32,"POLYGON((21.0711322652439 56.0368272670678, 21.0707922108419 56.0413129403983, 21.0788056821041 56.0415030596603, 21.0791448094453 56.0370173543935, 21.0711322652439 56.0368272670678))",250000.0
12,0.48,"POLYGON((21.0707922108419 56.0413129403983, 21.0704520596 56.0457986090844, 21.0784664581859 56.0459887602902, 21.0788056821041 56.0415030596603, 21.0707922108419 56.0413129403983))",250000.0
4,0.16,"POLYGON((21.0704520596 56.0457986090844, 21.0701118114804 56.0502842731258, 21.078127137653 56.0504744562827, 21.0784664581859 56.0459887602902, 21.0704520596 56.0457986090844))",250000.0
